epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
66,238.113,0.66391,0.66329,1.01662,0.92631,0.91176,0.97658,0.81199,0.61909,0.67429,1.03926,0.000713,0.000713,0.000713
67,241.239,0.74855,0.7133,1.09338,0.9417,1,0.99056,0.85952,0.61318,0.53514,1.03502,0.0006932,0.0006932,0.0006932
68,244.624,0.72827,0.67722,1.12255,0.96853,1,0.99186,0.88753,0.59786,0.51742,1.027,0.0006734,0.0006734,0.0006734
69,248.872,0.64719,0.68665,1.01227,0.91796,0.98753,0.98918,0.84371,0.59498,0.61578,1.00293,0.0006536,0.0006536,0.0006536
70,252.23,0.64535,0.65289,1.05231,0.97047,0.96677,0.98273,0.85967,0.54928,0.55689,0.9832,0.0006338,0.0006338,0.0006338
71,255.539,0.6518,0.6588,1.04794,0.94279,0.9694,0.98211,0.86599,0.57331,0.56963,1.00519,0.000614,0.000614,0.000614
72,258.924,0.71867,0.68528,1.06651,0.96617,0.91176,0.98141,0.82936,0.6298,0.5674,1.0269,0.0005942,0.0005942,0.0005942
73,263.2,0.68264,0.67889,1.04333,0.9676,0.94118,0.98494,0.85744,0.64678,0.46824,1.03226,0.0005744,0.0005744,0.0005744
74,266.544,0.62602,0.67808,1.03696,0.90596,0.91176,0.96884,0.82224,0.77649,0.59186,1.18001,0.0005546,0.0005546,0.0005546
75,269.757,0.68269,0.76607,1.07608,0.9052,0.88235,0.93597,0.75056,0.89548,0.69433,1.34441,0.0005348,0.0005348,0.0005348
76,273.14,0.64165,0.61968,1.00411,0.94305,0.97423,0.99036,0.83112,0.78623,0.54584,1.20352,0.000515,0.000515,0.000515
77,277.201,0.68767,0.60211,1.11874,0.96863,1,0.99186,0.8383,0.75756,0.54282,1.15626,0.0004952,0.0004952,0.0004952
78,280.435,0.62851,0.62867,1.00194,0.93502,0.97059,0.98807,0.81943,0.79837,0.62798,1.19421,0.0004754,0.0004754,0.0004754
79,283.671,0.66451,0.66304,1.04653,0.87726,0.97059,0.96754,0.7833,0.89437,0.80032,1.30799,0.0004556,0.0004556,0.0004556
80,287.484,0.63603,0.59895,1.03333,0.91661,0.96987,0.97649,0.81332,0.80493,0.71187,1.18482,0.0004358,0.0004358,0.0004358
81,291.269,0.60448,0.58861,1.01221,0.98186,0.97059,0.99338,0.88759,0.59154,0.45815,1.00749,0.000416,0.000416,0.000416
82,294.551,0.62208,0.61714,1.04911,0.96589,0.97059,0.99161,0.86374,0.56634,0.44033,0.98111,0.0003962,0.0003962,0.0003962
83,297.824,0.59237,0.5535,1.00834,0.94416,0.99474,0.99131,0.83711,0.61104,0.51278,0.98445,0.0003764,0.0003764,0.0003764
84,302.019,0.60155,0.60686,1.0367,0.93838,0.97059,0.98807,0.80843,0.68401,0.53441,1.03852,0.0003566,0.0003566,0.0003566
85,305.679,0.64077,0.59607,1.04145,0.99486,1,0.995,0.83797,0.62647,0.45971,1.01488,0.0003368,0.0003368,0.0003368
86,308.702,0.6118,0.65907,1.04744,0.99599,1,0.995,0.86398,0.61023,0.46042,1.03094,0.000317,0.000317,0.000317
87,312.08,0.58168,0.56765,1.01007,0.99714,1,0.995,0.87244,0.64478,0.47646,1.0659,0.0002972,0.0002972,0.0002972
88,316.284,0.59985,0.59574,0.99984,0.96969,1,0.99271,0.84536,0.69469,0.4894,1.09787,0.0002774,0.0002774,0.0002774
89,319.582,0.60152,0.59576,1.03137,0.96242,1,0.98014,0.78959,0.79712,0.52508,1.17224,0.0002576,0.0002576,0.0002576
90,323.102,0.57557,0.55537,1.00054,0.97116,0.99049,0.985,0.80593,0.7781,0.51389,1.18417,0.0002378,0.0002378,0.0002378
91,328.62,0.56315,0.53656,1.00832,0.97143,0.99998,0.99271,0.82587,0.76021,0.49622,1.18006,0.000218,0.000218,0.000218
92,332.572,0.5192,0.52418,0.99113,0.97142,0.99964,0.99271,0.83247,0.75644,0.49244,1.18093,0.0001982,0.0001982,0.0001982
93,335.588,0.54974,0.46872,1.00914,0.97143,0.99993,0.99357,0.82369,0.73616,0.47227,1.16704,0.0001784,0.0001784,0.0001784
94,338.558,0.55466,0.52523,0.9975,0.97142,0.99981,0.99357,0.83072,0.70953,0.46819,1.14746,0.0001586,0.0001586,0.0001586
95,342.11,0.45311,0.42525,0.92573,0.97142,0.99987,0.99443,0.84116,0.68637,0.4475,1.12189,0.0001388,0.0001388,0.0001388
96,345.785,0.43066,0.42849,0.92469,0.97142,0.99957,0.99443,0.8401,0.67845,0.4491,1.10085,0.000119,0.000119,0.000119
97,348.916,0.45346,0.43785,0.94286,0.97141,0.9993,0.991,0.82791,0.69938,0.46794,1.09611,9.92e-05,9.92e-05,9.92e-05
98,351.793,0.49627,0.44178,0.97211,0.9714,0.99883,0.991,0.83289,0.71246,0.47905,1.0892,7.94e-05,7.94e-05,7.94e-05
99,355.474,0.48058,0.4222,0.93214,0.97138,0.99831,0.991,0.83385,0.70798,0.47121,1.07935,5.96e-05,5.96e-05,5.96e-05
100,358.814,0.46806,0.46402,0.94578,0.97138,0.99844,0.991,0.84121,0.71229,0.46385,1.08352,3.98e-05,3.98e-05,3.98e-05
